"UniprotID"	"Name"	"Description"	"M_1"	"M_2"	"M_3"	"G1_1"	"G1_2"	"G1_3"	"p.value"	"difference"	"CI_diff_low"	"CI_diff_high"	"FDR"	"sig"
"O00159"	"MYO1C_HUMAN"	"Unconventional myosin-Ic"	5.77741069851223	5.88036584363928	5.61670173508687	5.48955933336366	5.54716714289804	5.48955933336366	0.034398427534044	-0.249397489204332	-0.46897591173618	-0.029819066672484	0.1011285746342	FALSE
"O00161"	"SNP23_HUMAN"	"Synaptosomal-associated protein 23"	5.26217891118078	5.17398856930649	5.12861991169283	5.32242484544298	5.27806225844175	5.32242484544298	0.0464597309809351	0.119374852382536	0.00302531856664417	0.235724386198427	0.12051144954354	FALSE
"O00165"	"HAX1_HUMAN"	"HCLS1-associated protein X-1"	6.00506123971342	6.0065835598427	6.14506105875435	5.9847294346973	5.92506550576384	5.9847294346973	0.158553415752727	-0.0873938277173423	-0.227594154378953	0.0528064989442685	0.279481171723352	FALSE
"O00170"	"AIP_HUMAN"	"AH receptor-interacting protein"	5.8558983130873	5.85121949797976	5.83888362084602	6.12798648567753	6.19808400017026	6.12798648567753	0.000224229490797882	0.30268517987075	0.236298757530181	0.369071602211318	0.00660561775442331	TRUE
"O00178"	"GTPB1_HUMAN"	"GTP-binding protein 1"	6.25888132108021	6.1706217182081	6.02361135348231	6.00049675055562	6.20315142737137	6.00049675055562	0.437360865938118	-0.0829898214293374	-0.35033359626937	0.184353953410695	0.579734077118158	FALSE
"O00186"	"STXB3_HUMAN"	"Syntaxin-binding protein 3"	6.01389109071617	6.12264168930627	5.98074470387045	5.87353957568046	5.73382178299806	5.87353957568046	0.028525887527595	-0.212125516511305	-0.387847969567554	-0.036403063455056	0.0889491836358814	FALSE
"O00192"	"ARVC_HUMAN"	"Armadillo repeat protein deleted in velo-cardio-facial syndrome"	4.81830872969422	4.86378295944367	4.77429382640303	4.53763072618616	4.53917435214451	4.53763072618616	0.000407829527357679	-0.280649903674697	-0.35239201245322	-0.208907794896174	0.00890314613083494	TRUE
"O00193"	"SMAP_HUMAN"	"Small acidic protein"	6.15627683584585	6.1243830233027	6.09622192129039	6.194611217565	6.2242423674592	6.194611217565	0.0168109359634608	0.0788610073834199	0.0234368382553048	0.134285176511535	0.0642823471874322	FALSE
"O00231"	"PSD11_HUMAN"	"26S proteasome non-ATPase regulatory subunit 11"	6.63967669388619	6.47900328125751	6.55651803313695	6.69610331496077	6.61108953426687	6.69610331496077	0.114563233755617	0.109366051969253	-0.0415676869773958	0.260299790915901	0.221678321616935	FALSE
"O00232"	"PSD12_HUMAN"	"26S proteasome non-ATPase regulatory subunit 12"	6.30277514739315	6.41357319060809	6.22456850573841	6.42676150525772	6.37464933844479	6.42676150525772	0.171289331313978	0.0957518350735258	-0.0639395055119933	0.255443175659045	0.294210073065157	FALSE
"O00233"	"PSMD9_HUMAN"	"26S proteasome non-ATPase regulatory subunit 9"	5.8861355435178	5.4735488511654	5.84392801424008	6.09715462000609	5.98748800629766	6.09715462000609	0.0746491927013875	0.326061612462186	-0.051713800832208	0.70383702575658	0.16667611703705	FALSE
"O00264"	"PGRC1_HUMAN"	"Membrane-associated progesterone receptor component 1"	5.96312528254601	5.78009391335338	5.90070520594533	6.05625073207862	5.9602105920448	6.05625073207862	0.0842657564369612	0.142929218119106	-0.0306957480671273	0.31655418430534	0.181413302634979	FALSE
"O00267"	"SPT5H_HUMAN"	"Transcription elongation factor SPT5"	5.51805898782655	5.62882707664331	5.31089330556278	5.49234984688529	5.44820069209702	5.49234984688529	0.934170063107899	-0.00829299472167921	-0.270195623784	0.253609634340642	0.957043638109477	FALSE
"O00273"	"DFFA_HUMAN"	"DNA fragmentation factor subunit alpha"	4.72101152833931	4.69594127250185	4.61817462448574	5.32868383591466	5.41189368811069	5.32868383591466	8.26557074882178e-05	0.678044644871039	0.562638603551838	0.79345068619024	0.00411425909514629	TRUE
"O00291"	"HIP1_HUMAN"	"Huntingtin-interacting protein 1"	5.78201260047123	5.98374358348459	5.8287416104254	5.68394911467614	5.77524171037804	5.68394911467614	0.0918287345931533	-0.150452618216971	-0.33963755578764	0.0387323193536988	0.191821288794819	FALSE
"O00299"	"CLIC1_HUMAN"	"Chloride intracellular channel protein 1"	6.71861303229079	5.95075517153068	6.21389261077202	6.52474034850619	7.03031483050915	6.52474034850619	0.229271385643778	0.39884490430935	-0.382296966358938	1.17998677497764	0.361895292702891	FALSE
"O00303"	"EIF3F_HUMAN"	"Eukaryotic translation initiation factor 3 subunit F"	6.5426742870808	6.269932655402	6.39320365904752	6.68089449773807	6.62701431927359	6.68089449773807	0.0320604153370199	0.260997571073135	0.0364548879573549	0.485540254188915	0.0962145728461295	FALSE
"O00330"	"ODPX_HUMAN"	"Pyruvate dehydrogenase protein X component, mitochondrial"	5.16863026335741	5.19070596425143	5.14506105875435	4.86925221727737	5.00848151395148	4.86925221727737	0.0063700784338265	-0.252470445952328	-0.386419168868864	-0.118521723035792	0.0378006293624425	FALSE
"O00410"	"IPO5_HUMAN"	"Importin-5"	6.08823396596691	5.91498404050885	5.70667624776168	5.92091433709986	6.05182264804978	5.92091433709986	0.632824203905369	0.061252356004017	-0.268086479283152	0.390591191291186	0.745091140568842	FALSE
"O00411"	"RPOM_HUMAN"	"DNA-directed RNA polymerase, mitochondrial"	5.647263188358	5.91297050907121	5.80307020282321	5.3534517410636	5.62172556483742	5.3534517410636	0.0431885215221454	-0.344891617762594	-0.672684624165287	-0.0170986113599006	0.115986289892497	FALSE
"O00429"	"DNM1L_HUMAN"	"Dynamin-1-like protein"	5.94579846481614	5.96831354291498	5.99101303932428	6.17042175199793	6.24306254906129	6.17042175199793	0.00119095610666426	0.226260335333916	0.149887276059252	0.30263339460858	0.015213673805043	FALSE
"O00443"	"P3C2A_HUMAN"	"Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha"	4.70413770977491	4.39493901646904	4.31816130602682	4.6087917551074	4.95901283768718	4.6087917551074	0.201909904316157	0.253119438543735	-0.207667317895551	0.71390619498302	0.330702179828622	FALSE
"O00461"	"GOLI4_HUMAN"	"Golgi integral membrane protein 4"	5.6956262099194	5.56614584388718	5.9235198351775	5.40471275658095	5.27421506938623	5.40471275658095	0.031517419458138	-0.367217102145318	-0.681387901481664	-0.0530463028089719	0.0952621979684233	FALSE
"O00468"	"AGRIN_HUMAN"	"Agrin"	5.205068274646	5.34801796908154	5.30724552854764	4.70575348499449	4.91521771980749	4.70575348499449	0.00333458901172051	-0.51120236082624	-0.738169771194251	-0.284234950458229	0.0269198729477501	FALSE
"O00469"	"PLOD2_HUMAN"	"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2"	6.63077506556943	6.57635965674918	6.63500564771202	6.20144864761856	6.32716394933519	6.20144864761856	0.00128374953077754	-0.370693041819443	-0.4983071377521	-0.243078945886786	0.0159749348937706	FALSE
"O00479"	"HMGN4_HUMAN"	"High mobility group nucleosome-binding domain-containing protein 4"	6.41665026021658	5.89472113661635	6.18337387038547	6.05530748585941	6.35657021663145	6.05530748585941	0.962017291946177	-0.00918669295604158	-0.512561435889221	0.494188049977138	0.973823254505124	FALSE
"O00483"	"NDUA4_HUMAN"	"Cytochrome c oxidase subunit NDUFA4"	5.78888804656216	5.72836275019423	5.60039992275777	6.29231809031214	6.34561298643496	6.29231809031214	0.00049037532479994	0.604199482515033	0.442245127617458	0.766153837412607	0.00944208784560449	TRUE
"O00487"	"PSDE_HUMAN"	"26S proteasome non-ATPase regulatory subunit 14"	6.09933879339959	5.82575951298881	5.69695173786986	5.96075057176286	5.86110244703188	5.96075057176286	0.686407476781897	0.0535178487664476	-0.288542432770061	0.395578130302956	0.786481359722198	FALSE
"O00488"	"ZN593_HUMAN"	"Zinc finger protein 593"	5.6269432039784	5.86169663219521	5.80565799731236	5.612644080603	5.73662041635073	5.612644080603	0.247837322730925	-0.110796418643075	-0.338367778966885	0.116774941680734	0.382828438054671	FALSE
"O00499"	"BIN1_HUMAN"	"Myc box-dependent-interacting protein 1"	5.55213461632986	5.431969747414	5.44640827621926	5.5389809322191	5.66055821053117	5.5389809322191	0.137856114872377	0.102669145002078	-0.0513452963942429	0.256683586398398	0.253497199768505	FALSE
"O00505"	"IMA4_HUMAN"	"Importin subunit alpha-4"	6.04198070325725	6.02534448795136	5.88610782973238	7.18256718186002	7.25482371507363	7.18256718186002	2.42363005537726e-05	1.22217501928423	1.06953789401451	1.37481214455395	0.00239290071057627	TRUE
"O00506"	"STK25_HUMAN"	"Serine/threonine-protein kinase 25"	5.87540913692474	5.85121949797976	5.86144577549811	5.85631316156987	5.88021126997958	5.85631316156987	0.888304470683574	0.00158772757223513	-0.0278749501887987	0.0310504053332689	0.925156928882928	FALSE
"O00541"	"PESC_HUMAN"	"Pescadillo homolog"	5.96008269082239	5.94485457009099	6.0000794951859	5.97278982138578	5.98631269459038	5.97278982138578	0.627527519166585	0.00895852708755296	-0.0384455119352078	0.0563625661103137	0.7412529196048	FALSE
"O00566"	"MPP10_HUMAN"	"U3 small nucleolar ribonucleoprotein protein MPP10"	4.98324687846678	5.21378957736447	5.1348073194938	5.06001756200154	5.05406808825542	5.06001756200154	0.480551473757794	-0.0525801876888474	-0.240466071707357	0.135305696329663	0.619907106675045	FALSE
"O00567"	"NOP56_HUMAN"	"Nucleolar protein 56"	5.95906706597165	5.86586627394416	5.74358282320366	6.13603875797227	6.10909745340153	6.13603875797227	0.0126727305530267	0.270886268742195	0.0958689472537929	0.445903590230597	0.0559307077723491	FALSE
"O00592"	"PODXL_HUMAN"	"Podocalyxin"	6.44811784641866	6.30720564453549	6.36978699461635	6.27216276052728	6.16418501350574	6.27216276052728	0.063057863412071	-0.138866650336732	-0.289846139704514	0.0121128390310497	0.149464738645853	FALSE
"O00622"	"CYR61_HUMAN"	"Protein CYR61"	6.05724745991056	6.25252197185318	6.22456850573841	4.83887856823385	4.61413640982574	4.83887856823385	0.000126614959502678	-1.41414813040291	-1.68232067804472	-1.14597558276109	0.00545578191170493	TRUE
"O00629"	"IMA3_HUMAN"	"Importin subunit alpha-3"	5.30117304279664	5.40643465530686	5.40263587419036	5.86279719514007	5.56459694902442	5.86279719514007	0.0201478396717402	0.393315922336895	0.101212492970828	0.685419351702963	0.0725271984193441	FALSE
"O00754"	"MA2B1_HUMAN"	"Lysosomal alpha-mannosidase"	5.49722046894772	5.4898506634945	5.40434421665272	5.38081664023479	5.3122329488893	5.38081664023479	0.0479331167509247	-0.105849706578688	-0.210144370624446	-0.00155504253293014	0.123142839557732	FALSE
"O00764"	"PDXK_HUMAN"	"Pyridoxal kinase"	6.39578447235336	6.15025392051413	6.10570297430127	6.22344911563707	6.46348542054797	6.22344911563707	0.514079912633186	0.0862140948844461	-0.248531606471026	0.420959796239918	0.651800047330702	FALSE
"O14497"	"ARI1A_HUMAN"	"AT-rich interactive domain-containing protein 1A"	4.87540913692474	4.59907973324926	5.06955397082831	5.03535550776727	4.41189368811069	5.03535550776727	0.938313300408284	-0.0204793791190259	-0.710818459522001	0.669859701283949	0.960266039801034	FALSE
"O14524"	"NEMP1_HUMAN"	"Nuclear envelope integral membrane protein 1"	5.77279407044186	5.74430429406325	5.54726995633493	5.18256718186002	5.01541200786009	5.18256718186002	0.00339296819709377	-0.561273983086635	-0.811648025474955	-0.310899940698316	0.0269848462396962	FALSE
"O14530"	"TXND9_HUMAN"	"Thioredoxin domain-containing protein 9"	5.99716685590654	5.71917357873957	5.73681912098436	6.17563946126895	6.18891753419866	6.17563946126895	0.0157714339356024	0.362345633702026	0.11252969363601	0.612161573768043	0.0625441343023132	FALSE
"O14531"	"DPYL4_HUMAN"	"Dihydropyrimidinase-related protein 4"	6.11401350393798	5.99330422179268	6.14914223556617	5.99853523422233	5.90156631003497	5.99853523422233	0.105405616399285	-0.1192743942724	-0.278091193062784	0.0395424045179836	0.210884278963781	FALSE
"O14545"	"TRAD1_HUMAN"	"TRAF-type zinc finger domain-containing protein 1"	5.05724745991056	4.85541948650905	5.07385410826193	5.15641489400405	5.07853998642556	5.15641489400405	0.145751623325667	0.134949573250708	-0.072875166413591	0.342774312915007	0.264312146068593	FALSE
"O14548"	"COX7R_HUMAN"	"Cytochrome c oxidase subunit 7A-related protein, mitochondrial"	5.9052443664655	5.65315640600505	5.94127994917396	5.87032525194259	5.88147623721616	5.87032525194259	0.676052076593576	0.0408153398189421	-0.211037096114216	0.2926677757521	0.777594559811018	FALSE
"O14562"	"UBFD1_HUMAN"	"Ubiquitin domain-containing protein UBFD1"	5.98524368853072	5.75108282669431	6.08667814861952	6.42091470884234	6.59421571570248	6.42091470884234	0.00946298806618275	0.537680156514203	0.218549321243195	0.856810991785211	0.0475952030436753	FALSE
"O14578"	"CTRO_HUMAN"	"Citron Rho-interacting kinase"	6.01877331209592	6.0980397160732	6.19920607361699	6.19803398320579	5.88526449770587	6.19803398320579	0.92578143545145	-0.0115622125562185	-0.335297827252803	0.312173402140366	0.952074585782563	FALSE
"O14617"	"AP3D1_HUMAN"	"AP-3 complex subunit delta-1"	3.92202007921633	1.95271668786396	3.26649918620433	3.55375039154944	3.21724625725715	3.55375039154944	0.540160165351077	0.394503695690467	-1.24288739662783	2.03189478800876	0.672947614206736	FALSE
"O14618"	"CCS_HUMAN"	"Copper chaperone for superoxide dismutase"	5.40327123041538	4.76900473469157	5.25139229381412	5.45421471799852	5.74220144861403	5.45421471799852	0.128506352411916	0.408987541896666	-0.185028860117999	1.00300394391133	0.240907687930651	FALSE
"O14639"	"ABLM1_HUMAN"	"Actin-binding LIM protein 1"	5.37917555479792	5.28713572693452	5.35749371842492	5.82344852766424	5.66790766626672	5.82344852766424	0.0018569682997561	0.430333240479279	0.267020989192667	0.593645491765892	0.0196780546247487	FALSE
"O14640"	"DVL1_HUMAN"	"Segment polarity protein dishevelled homolog DVL-1"	1.77279407044186	1.23650965386455	1.63573299587005	2.96878789082828	2.87514028043216	2.96878789082828	0.00106099633491391	1.38922644730409	0.934276294415348	1.84417660019283	0.014191696729222	FALSE
"O14646"	"CHD1_HUMAN"	"Chromodomain-helicase-DNA-binding protein 1"	6.29152287276292	6.24933369422214	6.18734823940277	6.10264363756307	6.05854851123809	6.10264363756307	0.0100151341662982	-0.154789673341199	-0.248174487067178	-0.0614048596152196	0.0498511936863841	FALSE
"O14657"	"TOR1B_HUMAN"	"Torsin-1B"	4.79117259975671	4.70527913708119	4.62990391706785	4.42530202608328	4.54557212334266	4.42530202608328	0.0166768586763943	-0.243393159465506	-0.414039150660125	-0.0727471682708871	0.064155887258589	FALSE
"O14672"	"ADA10_HUMAN"	"Disintegrin and metalloproteinase domain-containing protein 10"	3.44739378364769	3.53767918858512	3.7848244938952	3.19803398320579	3.17660427275981	3.19803398320579	0.0168600353403791	-0.399075075652206	-0.679795359141536	-0.118354792162876	0.0643742836877099	FALSE
"O14737"	"PDCD5_HUMAN"	"Programmed cell death protein 5"	6.90366159610281	6.74317143570831	6.96578243531284	7.21671540427187	7.22872201755414	7.21671540427187	0.00623121897719031	0.349845786324635	0.16537512852647	0.5343164441228	0.0375564283656543	FALSE
"O14744"	"ANM5_HUMAN"	"Protein arginine N-methyltransferase 5"	6.27855474013463	6.2397263665481	6.34598397003114	6.18343081255979	6.14745792710029	6.18343081255979	0.024776533628828	-0.116648508164663	-0.209041805701444	-0.0242552106278818	0.0819450953645831	FALSE
"O14745"	"NHRF1_HUMAN"	"Na(+)/H(+) exchange regulatory cofactor NHE-RF1"	6.21190570469956	6.05486357487141	6.24854205573021	6.4769347944986	6.37195187108202	6.4769347944986	0.0172666670684127	0.270170041592685	0.078751165231664	0.461588917953706	0.0655044255276053	FALSE
"O14776"	"TCRG1_HUMAN"	"Transcription elongation regulator 1"	5.89678278771731	5.83429619494329	5.91994142480825	5.9787719794009	5.83130166949863	5.9787719794009	0.453668009650794	0.0459417402771951	-0.107909658003002	0.199793138557393	0.595065671904517	FALSE
"O14777"	"NDC80_HUMAN"	"Kinetochore protein NDC80 homolog"	5.77741069851223	5.65797342230283	5.97385831828521	5.71772612666056	5.64127253976325	5.71772612666056	0.310557122503824	-0.110839215338631	-0.376123746306787	0.154445315629525	0.450315626654213	FALSE
"O14786"	"NRP1_HUMAN"	"Neuropilin-1"	4.24227935374308	4.07301092158167	4.57635444879112	4.14227071168378	4.11771058370624	4.14227071168378	0.332513921601962	-0.163130905680689	-0.574329766961342	0.248067955599963	0.475702523124313	FALSE
"O14787"	"TNPO2_HUMAN"	"Transportin-2"	4.88399663276147	5.15025392051413	4.69276394090643	4.44847834844938	4.59575788051088	4.44847834844938	0.0437351613120817	-0.411433305590797	-0.804159635518901	-0.0187069756626932	0.116475450853818	FALSE
"O14818"	"PSA7_HUMAN"	"Proteasome subunit alpha type-7"	6.59002374043458	6.43056292619976	6.53094178643093	6.6524843451348	6.57948234079805	6.6524843451348	0.10215210644641	0.110974192667459	-0.0348485548311305	0.256796940166048	0.205801208172216	FALSE
"O14828"	"SCAM3_HUMAN"	"Secretory carrier-associated membrane protein 3"	4.80480446534448	4.72377548069858	4.76899952673351	4.37175255780655	4.43275229300836	4.37175255780655	0.000272464700214509	-0.373774021385036	-0.459935422723441	-0.287612620046631	0.00742080744829517	TRUE
"O14908"	"GIPC1_HUMAN"	"PDZ domain-containing protein GIPC1"	5.65480999741134	5.64832325226911	5.74223261717073	5.51859394613582	5.40135019386923	5.51859394613582	0.0149577166733285	-0.20227592690344	-0.339540738475164	-0.065011115331715	0.0607627951972507	FALSE
"O14929"	"HAT1_HUMAN"	"Histone acetyltransferase type B catalytic subunit"	6.09564667355752	6.07661315826187	5.79136733976197	6.02671946244646	6.27517782887534	6.02671946244646	0.397755021390827	0.121663194062305	-0.2354435382287	0.478769926353309	0.539580916435793	FALSE
"O14936"	"CSKP_HUMAN"	"Peripheral plasma membrane protein CASK"	5.19819828527896	5.14340024947307	5.32178162170552	5.13157082302657	5.36201778147112	5.13157082302657	0.897859128273268	-0.0127402429777606	-0.271467571368603	0.245987085413082	0.932624785227847	FALSE
"O14964"	"HGS_HUMAN"	"Hepatocyte growth factor-regulated tyrosine kinase substrate"	6.00013231438311	6.01223749930988	6.00908932956441	6.05436362253435	6.07743658672291	6.05436362253435	0.00296240966621209	0.054901562844738	0.031293633453512	0.0785094922359641	0.0251759508860419	FALSE
"O14965"	"AURKA_HUMAN"	"Aurora kinase A"	6.25888132108021	6.34950758722203	6.29256148279053	4.83887856823385	4.90778751433201	4.83887856823385	2.10170490434776e-06	-1.43846858009769	-1.53572613493125	-1.34121102526412	0.0012135244117704	TRUE
"O14974"	"MYPT1_HUMAN"	"Protein phosphatase 1 regulatory subunit 12A"	6.20934546438099	6.32548713571689	6.36540855410578	6.07777690888591	5.98395919481741	6.07777690888591	0.0107852316077061	-0.253576047204813	-0.409872648629243	-0.0972794457803834	0.0515165424457849	FALSE
"O14979"	"HNRDL_HUMAN"	"Heterogeneous nuclear ribonucleoprotein D-like"	7.31075909162584	6.92800393833867	7.23035859394192	7.18601860704895	7.27035759371671	7.18601860704895	0.655081643725996	0.0577577279693902	-0.275036416225906	0.390551872164686	0.762281622505825	FALSE
"O14980"	"XPO1_HUMAN"	"Exportin-1"	6.68829045661805	6.69828141095637	6.53484624088685	6.54705573897543	6.76842044452202	6.54705573897543	0.839405042951141	-0.0196287286627959	-0.27169354325533	0.232436085929739	0.892262218006823	FALSE
"O15013"	"ARHGA_HUMAN"	"Rho guanine nucleotide exchange factor 10"	4.64978318033651	5.20064420130755	5.06091505255444	5.50760193074555	5.55352964512158	5.50760193074555	0.0291767828196747	0.552463690804727	0.0914752139926767	1.01345216761678	0.0898968751338324	FALSE
"O15014"	"ZN609_HUMAN"	"Zinc finger protein 609"	6.03813863696285	5.84911490965484	6.03468351098126	5.83118417644385	5.87005140375936	5.83118417644385	0.111442460677934	-0.129839100317298	-0.306892888207541	0.0472146875729452	0.218125006086234	FALSE
"O15020"	"SPTN2_HUMAN"	"Spectrin beta chain, non-erythrocytic 2"	2.50975966460806	3.53767918858512	3.1244801813319	2.96878789082828	3.38360464367927	2.96878789082828	0.887146524741033	0.0497537969369168	-0.86394067608968	0.963448269963514	0.924735019767278	FALSE
"O15031"	"PLXB2_HUMAN"	"Plexin-B2"	5.0534458897507	5.05851135188656	5.10360145165599	5.09532029675721	4.92996430517668	5.09532029675721	0.610568120566839	-0.0316512648673806	-0.190957240126362	0.127654710391601	0.729766355979492	FALSE
"O15042"	"SR140_HUMAN"	"U2 snRNP-associated SURP motif-containing protein"	5.67350609112125	5.6386080974359	5.70251662438739	5.86710375069879	5.76156677348096	5.86710375069879	0.0156523971845394	0.160381153978002	0.0500586731629611	0.270703634793043	0.0622430725506408	FALSE
"O15066"	"KIF3B_HUMAN"	"Kinesin-like protein KIF3B"	5.34381738020514	5.07661315826187	5.24568617546891	5.15465443613961	5.15584571259301	5.15465443613961	0.439063785549398	-0.0669873763545592	-0.283653250319175	0.149678497610056	0.58145740774363	FALSE
"O15067"	"PUR4_HUMAN"	"Phosphoribosylformylglycinamidine synthase"	5.83943527737504	5.70992550193755	5.88488468846294	5.98670979882554	6.02116209534798	5.98670979882554	0.0253293113003532	0.18677874174118	0.0378033952075682	0.335754088274792	0.0829089815466209	FALSE
"O15111"	"IKKA_HUMAN"	"Inhibitor of nuclear factor kappa-B kinase subunit alpha"	6.8233404167819	6.85960728347248	6.79462766892555	6.68638816012755	6.63078016594561	6.68638816012755	0.00391883518797235	-0.158006294326407	-0.231308172204016	-0.084704416448798	0.0291768359369691	FALSE
